Title,Author,Year,Updated,Tags
"Prism Portraits","Laura Okkema, Rachel Nicole Winter, Eric Arthur Murnane",2020,"09/16/2020 - 11:42","instagram, twitter, electronic collaboration, filters"
"Around Osprey","Valerie LeBlanc, Daniel H. Dugas",2020,"09/04/2020 - 21:18","vimeo, video poetry, art and video projects"
"Adventures in Morality: An Interactive Case Study","Daniel Roche",2020,"09/04/2020 - 16:02","story, Cybil, AiM, Sympathy, Beings, Persons, Humans"
"Tape Mark 3","Daniele Giampà",2020,"09/04/2020 - 15:56",
"Ecology of Worries","Catilin Foley, Misha Rabinovich",2020,"09/04/2020 - 15:49","machines, AI, collective reality, machine learning, sentient machines."
"Death Fugue","Xtine Burrough",2016,"09/07/2020 - 20:38","Holocaust, poetry, video, audio, participatory, projected poetry, kinetic typography"
"Cosmonet Games","Martzi Campos, Sean Bloom",2020,"09/04/2020 - 15:55","digital games, branching path, digital art, buzzfeed, quiz, Russia, cold war"
"The Singularity","Jiewen Wang",2020,"09/04/2020 - 16:01","machine learning, big data, face tracking, surveillance, news feed, AI, webcam, algorithms, online privacy, data collection, eye-tracking, Technological Singularity"
"Mexicans in Canada","Amira Hanafi",2020,"09/04/2020 - 16:00","poetry, electronic literature, javascript"
"Retelling The Tell-Tale Heart","Kenton Taylor Howard",2020,"09/04/2020 - 15:54","interactive, Edgar Allan Poe, mixed reality, poetry, murder-mystery"
"Living Pages","Maxime Coton",2019,"09/04/2020 - 15:52","virtual reality, audio poems, interacitve, animated texts"
"Field of Cures","Daniel King",2018,"09/04/2020 - 16:00","Educate. Ethical choices. Visual interactive novel."
"Scrolling Landscapes","Eddie Lohmeyer",2020,"09/05/2020 - 12:42","art and video, colors, surreal"
"WHY ARE WE LIKE THIS? (WAWLT)","Melanie Dickinson, Max Kreminski, Michael Mateas, Noah Wardrip-Fruin",2020,"09/04/2020 - 16:03","AI, digital story, collaboration, writing game"
"The Useless Web",,,"10/11/2020 - 14:08",
"In the Middle of the Room","Jeff Morris, Elisabeth Blair",2020,"09/04/2020 - 15:58","video poem, sampling, improvisation, digital concrete poetry, live electronics"
"Those Trojan Girls","Mark Bernstein",2016,"08/30/2020 - 23:06",
"The Gate","Eugenio Tisselli",,"07/31/2020 - 08:45","nature, game essay, climate change"
Magpiiie,"Andy Campbell, Judi Alston",2020,"05/27/2021 - 17:35","audio poems, dark, interactive web, emotional, natural world"
"Look at me",,2019,"08/25/2020 - 10:59","VR cinema, 360 video, science fiction"
Battlescar,"Nico Casavecchia",2018,"08/28/2020 - 11:28","VR cinema"
"Daughters of Chibok","Joel Kachi Benson",2019,"07/15/2020 - 15:40","documentary, 360 video"
"The Great C VR",,2018,"07/14/2020 - 16:56","VR cinema"
Assembly,"Angelica Mesiti",2019,"07/10/2020 - 12:27","media art gallery, video art, social movement, feminism"
"Traveling While Black","Roger Ross Williams",2019,"07/10/2020 - 12:06","AR/VR, race, racism, travel, public space"
"Technologies of Care","Elisa Giardina Papa",2016,"07/10/2020 - 11:37","cyberfeminism, digital art, video art, feminism, gender inequality, women workers, race, born-digital"
"Polly returns","Jenny Odell",2017,"07/10/2020 - 12:29","video art, digital art, feminism, gender identity, robot, woman robot voice"
"Sea of Men","Jennifer Chan",,"07/09/2020 - 16:59","male gaze, masculinity, gender stereotyping, body image, sexuality, male domination"
"A Total Jizzfest","Jennifer Chan",2012,"07/09/2020 - 16:23","gender inequality, video art"
"The Woman of the Crowd","Johanna Steindorf",2018,"07/09/2020 - 15:27","flâneuse, audio walk, locative listening, gender identity, male gaze"
"Present views of past streets - Stockholm","Johanna Steindorf",2016,"07/09/2020 - 15:18","audiovisual walk, digital art, locative listening"
"Parlor Talk - Bangalore","Johanna Steindorf",2014,"07/09/2020 - 15:08","gender identity, locative listening,  ethnography"
"The Strange Half-Absence of Wandering at Night","Johanna Steindorf",2015,"07/09/2020 - 14:57","audio walk, gender inequality, sexism, night, darkness, flâneuse"
"Alter Bahnhof Video Walk","Janet Cardiff, George Bures Miller",2012,"07/09/2020 - 14:37","cultural memory, Augmented Reallity, audiovisual walk"
"Her Long Black Hair","Janet Cardiff",2004,"08/28/2020 - 11:25","locative listening, audiovisual walk, gender inequality, sexuality"
"Night Walk for Edinburgh","Janet Cardiff, George Bures Miller",2019,"07/09/2020 - 14:38","audiovisual walk, locative listening, gender identity, night, darkness"
"Glitched Goddesses With Portrait of Picasso @ArtBasel Miami 2018","Marjan Moghaddam",2018,"07/08/2020 - 16:30","cyberfeminism, feminism, digital art, gender inequality"
"Hacking Sarah Lucas with Hilma af Klint and @matieresfecales foot from Instagram","Marjan Moghaddam",2019,"07/08/2020 - 16:40","cyberfeminism, digital art, feminism, gender identity, sexuality, Augmented Reallity"
"Kavanaugh Haunted my Frieze London 2018 #Arthack","Marjan Moghaddam",2018,"07/08/2020 - 16:36","gender inequality, feminism, digital art"
"Her Body #arthack at #FriezeLondon 2019","Marjan Moghaddam",2019,"07/08/2020 - 13:26","feminism, cyberfeminism, augmented reality, digital art, sexuality"
"Say Their Names","John Barber",2020,"07/06/2020 - 12:41",
"Ring Camera Pandemic Log","Mark Sample",2020,"06/25/2020 - 22:03","virus, surveillance, pandemic, coronavirus, slice-of-life"
"The Infinite Catalog of Crushed Dreams","Mark Sample",2020,"12/08/2020 - 18:28","COVID-19, coronavirus, pandemic, virus, infinite, list"
"won't you","Nick Montfort",2019,"06/16/2020 - 23:43",
Infillers,"Nick Montfort",2019,"06/16/2020 - 23:39",
Saftey,"Nick Montfort",,"06/16/2020 - 23:34",
Slog,"Nick Montfort",2019,"06/16/2020 - 23:31",
"Sonnet Corona","Nick Montfort",2020,"12/08/2020 - 18:25","COVID-19, pandemic, sonnet, monometer, poem, poetry generator, wash hands"
"Petscii Jetscii","Nick Montfort, Jesper Juul",2020,"10/16/2020 - 02:16",
"Content Moderator Sim","Mark Sample",2020,"05/23/2021 - 12:48","horror, twine, facebook, COVID-19"
V[R]ignettes,"Mez Breeze",2019,"06/14/2020 - 05:13","VR Literature"
Dial,"Lai-Tze Fan, Nick Montfort",2020,"10/08/2020 - 12:47","computer generated poem"
"Escape: A Game","Anthony B. L. Smith",2020,"06/08/2020 - 09:53","interactive fiction, links, choose your own adventure, escape room"
"Ihpil: Láhppon mánáid bestejeaddji","Sigbjørn Skåden",2007,"06/06/2020 - 08:06","weblog, diary, Sami, indigenous, teenager, loneliness, lesbian, drowning, death"
"@TinyKorczak (Twitterbot)","Yohanna Joseph Waliya",2020,"05/16/2020 - 18:37",
"The Wonders of Lost Trajectories","Jason Nelson",,"05/10/2020 - 15:22","interactive, visualization, e-poetry, haptic, historical, historical documents, tactile, exhebition"
"The Memory Archivist","Lynda Clark",,"05/10/2020 - 15:23","twine, multiple endings, generative, interactive narrative"
"The Life of Grand Duchess Elizabeth","Maria Ivanova",,"05/10/2020 - 15:21","historical, collage"
Climatophosis,"Yohanna Joseph Waliya",2020,"10/09/2020 - 11:47","climate change"
"Al-Barrah البرَّاح","Reham Hosny, Mohamed A. Nasef",2019,"08/19/2021 - 22:36","The first Arabic augmented reality and hologram novel, Arabic AR novel, Hologram Novel"
"A Trace","Joanne Wang",2009,"04/03/2020 - 19:43","interactive, virtual reality, cave writing, CAVE, CaveWriting, physical interaction, sound, 3D, text, fiction"
meme.garden,"Daniel C. Howe, Mary Flanagan, Christopher A Egert, Junming Mei, Kay Chang",2006,"04/03/2020 - 19:43","interactive, langauge, RSS, search, software, systems, visualization, web application, generative, user input, system, communal, image, text, geometry, recombinant poetics"
"This is a Picture of Wind Twitter Bot","J. R. Carpenter",2018,"03/04/2020 - 22:49","bot, twitterbot, remix, wind, weather, environmental humanities, climate change"
"Electronic Literature Support Group (netprov)","Hannah Ackermans",2020,"02/26/2020 - 13:09","netprov, electronic literature, empathy, feedback, psychology, media archeology, reading practices, teaching, caricature, funny"
"DO IT","Serge Bouchardon",2016,"10/17/2020 - 14:06",
StoryFace,"Serge Bouchardon",2018,"10/17/2020 - 12:44",
"The Data Souls","David Thomas Henry Wright",2019,"11/11/2020 - 04:42","data narrative, frame narrative, kinetic"
"Psychometric Researches","Benjamin Laird",2019,"12/01/2019 - 01:46","born-digital poetics, 3d image"
AVATAR/MOCAP,"Alan Sondheim",2016,"11/26/2019 - 21:40",
"Just for the cameras","Flourish Klink",,"11/26/2019 - 20:25","fan fiction"
"Super Mario Bros","Shigeru Miyamoto",1985,"11/25/2019 - 14:21","platform, nintendo, video game"
Tetris,,1984,"11/25/2019 - 14:06","arcade, video game, puzzle"
Pac-Man,,1980,"11/25/2019 - 13:51","arcade, arcade game, atari, video game"
"Velcro and Cupcakes","Laura Zaylea",,"11/25/2019 - 02:08","QR code, video poetry"
"Concrètisations X","Graeme Truslove",,"11/25/2019 - 01:58",
"Oblique or /","Grégory Fabre",,"11/25/2019 - 01:47",
Arlequi,"Brian Evans",,"11/25/2019 - 01:39","animation, music, digital map, visual music"
Cicatrix,"Alan Sondheim",,"11/25/2019 - 01:34","video, Second Life"
Gridworks,"A. Bill Miller",,"11/25/2019 - 00:55","drawing, collage, video, transmedia, text based, grid, ASCII art"
Subway,"Angela Ferraiolo",,"11/25/2019 - 00:34",
"Voice Time","Jörg Piringer",2012,"11/24/2019 - 20:22",
"Super Star Wars: Return of the Jedi",,1994,"11/22/2019 - 17:53","super nintendo entertainment system, narrative game, run and gun, action, Star Wars"
"Super Star Wars: The Empire Strikes Back",,1993,"11/22/2019 - 17:53","super nintendo entertainment system, narrative game, action, run and gun, Star Wars"
"Super Star Wars",,1992,"11/22/2019 - 17:53","super nintendo entertainment system, run and gun, narrative game, action, Star Wars"
Quake,,1996,"11/22/2019 - 17:50","video game, first person shooter"
"Breath of Fire II",,1994,"11/22/2019 - 17:42","video game, narrative game, action, RPG, super nintendo entertainment system"
"Soul Blazer",,1992,"11/22/2019 - 17:50","adventure game, narrative game, action, RPG, super nintendo entertainment system"
"Illusion of Gaia",,1995,"11/22/2019 - 17:49","adventure game, narrative game, super nintendo entertainment system, action, RPG"
Terranigma,,1995,"11/22/2019 - 17:54","video game, narrative game, super nintendo entertainment system, RPG, action"
"Secret of Mana","Hiromichi Tanaka",1993,"11/22/2019 - 17:50","video game, narrative game, super nintendo entertainment system, adventure game"
"The Legend of Zelda: A Link to the Past","Shigeru Miyamoto",1991,"11/22/2019 - 17:55","video game, narrative game, adventure game, super nintendo entertainment system, 1991"
"Space Invaders",,1978,"11/22/2019 - 17:51","arcade game, shot em up, video game"
"Tale of a Great Sham(e Text)","Claire Fitch",2019,"11/18/2019 - 15:56","feminism, electronic text, voice, computer, interactive"
Culprit,"Harriet Fisher",2019,"11/09/2020 - 13:36","game, screen-based game, interactive, electronic literature, mystery"
"always tomorrow","Caitlin Fisher, Damon Loren Baker",2019,"11/09/2020 - 13:39","virtual reality, fiction, interactive, poetry"
"Interspecies and Random/Electronic-Poetry. From “Black on Sheep” (Bovine poem) to “Robot-poem@s”","Tina Escaja",2019,"11/18/2019 - 15:26","e-poetry, poem, English, spanish, chinese, 3d image, artefact"
Emblem/as,"Tina Escaja",2019,"11/09/2020 - 13:40","artifact, digital poetry, spanish, political, interactive"
"option drag","Andrew Demirjian",2019,"11/18/2019 - 01:07","typography, tutorial. visual language, communication, digital poem, linguistic analysis, audio, language patterns"
"Concrete Poetry as Vehicle for Exploring Digital Materiality","Michael Heidt",2019,"11/17/2019 - 13:41","dreams, desires, production, research, coded, imagined, performance, mediapoetry, symbolic, art"
"You - Who? Customised Cinema Installation","Chris Hales",2019,"11/17/2019 - 13:09","fiction, films, Adult Fiction, narrative, humor"
"Sustaining Digital Vitalism: A Live Stream Traversal","Michael J. Maguire, Dene Grigar, Stuart Moulthrop, Michael J. Maguire, John F. Barber, Greg Philbrook",2019,"11/25/2019 - 01:06","YouTube, data vitalism, elo 209, social media, scalar platform"
"Riveted, Structures","Lands Brenda Gel",2019,"11/17/2019 - 12:05","animations, stop motion, blueprints, rivered, structures, lands"
Tendar,"Samantha Gorman",2019,"11/17/2019 - 11:54","technology, social, games, gaming, creative communities"
"Writing for Vast Interactive Spaces","Samantha Gorman, Ian Hatcher, Daniel C. Howe",2019,"11/17/2019 - 11:44","game, users, emotions, artificially-intelligent"
"Next Generation: On the Verge of Electronic Poetry but not quite. The Case of Women Poets in Spain.","María Goicoechea",2019,"11/14/2019 - 14:54","poetry, Spain, woman, technology"
Midst,"Annelyse Gelman",2019,"11/18/2019 - 16:04","developing, rewound, poetics"
"Boys and their Brains: Neuro(a)typicality and Gamer Masculinity","Rob Gallagher, Eoin Murray",2019,"11/18/2019 - 16:03","videogame, desktop simulator, parenthood, faith, gamer"
"as it correlates to virtuality","Kevin Day",2019,"11/14/2019 - 00:14","UX, user experience, fictional, data extraction, delivery, user-interface, user, virtual environment, physicality"
"Grip’s Evermore and Other (Word) Landscapes","Hilda Daniel",2019,"11/16/2019 - 16:14","echo and echolallia, landscape, women sigh, text horizons, Tom's All Alone, hybrid language, shared isolation"
"From the cafè to tweet: digital Literature as global literature. Positioning of digital literature in Spanish.","Ana Lucía Cuquerella Jiménez-Díaz",2019,"11/12/2019 - 22:46","spanish, hyper connectivity, globalization, digital literature, Spanish digital literature"
"Legends of Michigami: Riding the Rust Belt","M. D. Coverley, Eric Luesebrink",2018,"03/31/2021 - 17:04","video, hyperfiction, rust belt towns, Lake Michigan, train journey, history"
"Donkey Kong (NES)","Shigeru Miyamoto",1981,"11/22/2019 - 17:45","video game, arcade game"
"Polish “aesthetics”: Vaporwave outside the center","Paulina Chorzewska",2019,"11/12/2019 - 03:40","artistic movement, global capitalism, vaporware, Polish, western, nostalgia"
Seedlings_,"Qianxun Chen",2019,"11/12/2019 - 03:30","digital media installation, engine, ambient, generative, words, machine learning"
"Diamonds in Dystopia: container & tool","Vincent Cellucci, Jesse Allison, Ostrenko Derick",2019,"11/09/2020 - 13:42","collaboration, artist, interactive poetry, poetry, web application, interactive"
"River Writer VR","Vincent Cellucci, Marc Aubanel",2019,"11/12/2019 - 03:16","virtual reality, interactive poetry, randomization, exhibition"
"“hearing litoral voices / bearing literal traces”: Subliteral Narratives","John Cayley, Joanna Howard",2019,"04/18/2020 - 20:51","digital language, art research, subliteral differences, font, aesthetic, critical reading, ambient literature"
"I am not listening","Ana Cavic, Sally Morfill, Tychonas Michailidis",2019,"11/12/2019 - 02:51","interactive installation, aural, visual, haptic, verbal sign, poetic texts, spoken word, object-interface"
"The Deer","Dashiel Carrera",2018,"10/17/2020 - 13:08","psychothriller, literary, story, interactive text, interactive recording, interactive performance, trauma"
"Dairbhre: One Walk","Mairead Byrne",2019,"11/12/2019 - 02:19","lyric poetry, Google Street View, audio-visual, poetry"
"The Text That Talks Back","Christopher Boucher",2019,"11/12/2019 - 01:16","experiment, dialogue, code, challenge"
"Margins of History","Natasha Boskic, Mohamad Kebbewar, Mary McDonald",2019,"11/12/2019 - 01:10","witness, syria, Serbia, personal voice, story, false narrative, war"
"Fragile Pulse: A Meditation App","Kyle Booten",2019,"11/12/2019 - 00:51","digital media, hyper attention, computational media, self-care, digital text, web application, natural language processing"
"Eldorado, Iraq 2017 (Iraqi soundscape 2012-2013)","Edouard Beau",2019,"11/12/2019 - 00:23","middle east, analysis tool, 3D, iraq, virtual reality"
"Las Barricadas Misteriosas","Edouard Beau",2019,"11/12/2019 - 00:19","civil war, documentary photography, pure data system, personal research, innovative"
"Sound Spheres","John F. Barber, Greg Philbrook",2019,"11/25/2019 - 01:06","digital storytelling, interactive, sound design, sound, radio"
"Blister Skin","Theo Ellin Ballew",2019,"11/12/2019 - 00:02","hyper-local, hyper-ephemeral, invention, bot-gaze"
"u$aar v3.0","Sandra Araújo",2019,"11/11/2019 - 23:51","social media, gif, social, political"
"Wired Monkeys","David Alonzo",2019,"11/11/2019 - 23:47","short film, music video, narrative"
"Has Been Hero","David Alonzo",2019,"11/11/2019 - 23:47","film, story, fictional documentary"
